transaction_id,created_at,premium_amount,premium_currency,charged_party,status
fba036708e9300a4ab9f4956c947753b,7/1/2025 10:39:03,5.46,EUR,liadigital,processed
fb97232e6162c4a40ad6cbface935d90,7/1/2025 5:56:51,5.72,EUR,dronant,processed
fb7c7279cb9a142409e9ca13b7dbaf82,6/7/2025 6:14:51,5.36,EUR,liadigital,processed
fb701dc20f1f8597d9ca45682f97abf3,7/1/2025 13:30:58,3.37,EUR,liadigital,processed
fb60e806223ee3ec00600be4e3300c07,8/1/2025 22:36:48,1.25,EUR,getland,processed
fb5efea7a9e7fb68bcc006d4001cea9d,7/1/2025 16:09:45,8.93,EUR,dronant,processed
fb37ba727459b04257b68ed513d775be,7/2/2025 13:06:44,1.74,EUR,berlinre,processed
fb1ba66aace2bcedb5bf3ed987c13af0,6/2/2025 3:30:06,1.32,EUR,liadigital,processed
faf7f0c50858d8c5e9156d34ae6a5382,6/2/2025 8:09:25,4.94,EUR,liadigital,processed
faf05d71abd8c6c21afe849b0e33f064,8/1/2025 21:16:34,16.95,EUR,getland,processed
fac92d3b0848cab2df89d18b782169b6,8/3/2025 21:16:31,25.02,EUR,dronant,processed
fa919a002773e99615f944563302263c,8/1/2025 15:07:15,4.16,EUR,dronant,processed
fa7fb192155e2a52958f4e7cec496712,8/1/2025 14:09:35,3.84,EUR,berlinre,processed
fa6171f1503d2aaff22dd31f835f4db7,7/1/2025 7:17:09,6.18,EUR,dronant,processed
f9f6afe518bcf1b1ba8655bc5c08bdd6,8/1/2025 13:00:07,15.97,EUR,liadigital,processed
f9a9d985c25ef11dc7b1562491070be9,8/1/2025 17:39:27,6.79,EUR,berlinre,processed
f999973cadb40c0a49e19382426161d0,8/2/2025 21:10:44,4.87,EUR,liadigital,processed
f98cec5712fe26e19d1d46c559c7e119,6/5/2025 6:01:19,6.41,EUR,berlinre,processed
f98290869d6fbdbc3564616a199f5634,6/2/2025 0:14:37,4.84,EUR,liadigital,processed
f97512e026ce287c16007db07c769600,6/10/2025 20:32:06,5.16,EUR,berlinre,processed
f96907d2e7a37c06fa910710a6662d70,6/15/2025 21:59:08,2.03,EUR,berlinre,processed
f935fbc4909acd1b72738ff70560486d,8/1/2025 17:47:32,4.46,EUR,dronant,processed
f930f7e5e684249f602e55527d760a2d,6/9/2025 18:57:06,0.89,EUR,dronant,processed
f93050dbd71d3401579416806e0aa301,7/1/2025 14:37:25,6.26,EUR,dronant,processed
f92dfcf16811501d87e475ab28bd8c89,7/1/2025 16:28:10,6.47,EUR,liadigital,processed
f91c9c0ee549163937aef7861406843a,7/1/2025 7:12:13,6.68,EUR,dronant,processed
f9199b317775ae7cf493ae691ae2c1ed,7/2/2025 1:55:42,1.31,EUR,dronant,processed
f8e5d59000b1ad00675ac4bafb731d6d,8/1/2025 15:11:42,4.95,EUR,getland,processed
f8d30504f62c49225f400b1f2cc9aa1a,6/1/2025 14:47:43,4.55,EUR,liadigital,processed
f8c0b5edcd454b670ebdb7b94d6872e2,8/1/2025 18:32:14,4.8,EUR,dronant,processed
f8a3504be53ff95a34b4a2a3dac09e6a,8/1/2025 22:38:31,6.75,EUR,dronant,processed
f89a18e22c634fb5ebb69e564dd25786,6/3/2025 23:01:13,9.22,EUR,getland,processed
f8693c7bc98ed178873ecec626321014,6/2/2025 2:52:08,6.13,EUR,dronant,processed
f82e21b0861cff56b7cbe653a4f7c9d3,8/1/2025 19:27:35,11.37,EUR,liadigital,processed
f8276d4c3dde2147dcf3b0572124d80d,6/14/2025 23:00:14,4.19,EUR,dronant,processed
f825b08487d28b6fbd17845dd1d079c6,8/1/2025 16:14:41,6.03,EUR,dronant,processed
f8059fa0d67032b25cdeb216e1f3bc13,7/7/2025 15:33:03,6.36,EUR,liadigital,processed
f7c23a02123c3f6c964af5338a4df235,6/2/2025 1:04:12,16.06,EUR,dronant,processed
f7a07e287fe1c71ebc99d5ed2ddb7161,6/19/2025 4:13:26,5.63,EUR,getland,processed
f794e6f8cd6dbb6cb0a0c5be3978a3dc,8/1/2025 20:45:58,1.73,EUR,dronant,processed
f7862bda895c496a12d33031661b931a,6/7/2025 8:52:35,6.28,EUR,getland,processed
f7234cd8ff65675c228c1504ae755727,6/6/2025 9:27:23,5.6,EUR,berlinre,processed
f719f5425565d2b8690cf40851e863ba,8/1/2025 17:04:15,3.97,EUR,getland,processed
f70908d9007317ce55ae87c0e032c487,7/2/2025 4:12:53,29.0,EUR,getland,processed
f70389af090a609276a5e9d7d0a8a05e,6/14/2025 18:20:33,4.21,EUR,getland,processed
f6ced178f13605b26bc414592748ffd1,6/17/2025 6:16:16,4.87,EUR,dronant,processed
f6c0d86e540896b52f4c0e01e18b681f,6/1/2025 21:11:18,8.28,EUR,dronant,processed
f68a9c436f3927bd5a532c0459b8df0a,7/10/2025 13:11:01,5.69,EUR,dronant,processed
f6786118f93c59c582d1570ef2956918,6/1/2025 13:09:16,7.09,EUR,getland,processed
f67737b112c5973397132ad10f18fb18,8/2/2025 15:07:30,6.64,EUR,berlinre,processed
f655e3a68c68bf54be055076cf0921a0,7/1/2025 8:30:07,3.57,EUR,liadigital,processed
f621bd4495a71dff744441646a9acc92,7/10/2025 17:35:33,4.15,EUR,dronant,processed
f61cc1b1cce5170cf10e1ecea2330d82,7/2/2025 16:20:02,4.93,EUR,getland,processed
f613d776ad4ddf629413d84bf168b79a,8/1/2025 14:24:29,3.36,EUR,liadigital,processed
f612885b88cb6bf9c545a7789274de45,6/18/2025 19:45:27,4.04,EUR,berlinre,processed
f60dc31342933317af33a18c13ab5357,6/11/2025 8:03:53,4.54,EUR,berlinre,processed
f60c38bac24c3976aa09c1730c0925e7,6/7/2025 6:36:23,7.35,EUR,liadigital,processed
f5edb898c70ceccf2aee0ebc9b2d5ef6,6/2/2025 0:58:01,5.11,EUR,liadigital,processed
f5ecb2582a4933c3d385c4eeca4af730,8/1/2025 17:14:23,1.59,EUR,liadigital,processed
f5ad82c3c627efd65b58d0eebe8a5075,8/2/2025 21:24:25,5.9,EUR,berlinre,processed
f5a219d1435b71e1e3108be62a68e130,6/3/2025 3:40:00,6.43,EUR,berlinre,processed
f5635a0547e39dd068985d63c77c69e9,6/6/2025 8:06:36,4.14,EUR,liadigital,processed
f54d24e9c0e0ceae10a1bdf092b2c913,6/22/2025 13:17:47,0.74,EUR,liadigital,processed
f547bcbeb36db11ff1cdcdc2b09f209f,6/2/2025 1:06:58,3.56,EUR,dronant,processed
f53e230a1053d04026ac3eceea64d614,7/1/2025 5:06:32,4.87,EUR,dronant,processed
f539dcfdcc9a7e7ca589176eb26efd7f,6/1/2025 5:11:30,6.48,EUR,liadigital,processed
f534ff3c885e427330dac5b3291edfa5,6/2/2025 0:38:14,2.71,EUR,berlinre,processed
f520dfbe2da1d5858d1d0928e05f1ad7,7/9/2025 18:16:46,0.8,EUR,liadigital,processed
f5201aa340e2169f8b926a90c9ca60fd,6/1/2025 20:11:51,1.32,EUR,liadigital,failed
f51b542d68530bce00a5ac2edeebc954,6/1/2025 6:39:48,5.45,EUR,liadigital,processed
f4e94edb05b26576a34eb02079ab04ed,7/10/2025 13:25:48,5.77,EUR,berlinre,processed
f4d671cd92a63366826935c8758fa910,6/2/2025 1:08:30,5.87,EUR,liadigital,processed
f4c77e5d8bae48bfea5e86dbf87cbb0a,6/16/2025 12:18:17,5.42,EUR,liadigital,processed
f4c5f4ca5ea67cb199574636379f1735,7/1/2025 12:28:49,4.64,EUR,getland,processed
f4c17ee68c62a069c0b94aedef6921d6,8/1/2025 13:32:25,7.76,EUR,dronant,processed
f4bfa9e6cb080e1e9ca70380f8398c36,6/15/2025 4:55:39,3.84,EUR,dronant,processed
f4bef542ceb51e0a07e2fdf35a740935,6/2/2025 2:05:14,10.28,EUR,liadigital,processed
f4bc0591d7fae2afbedf0c2a63830012,7/1/2025 13:20:10,5.29,EUR,berlinre,failed
f4a0fe9e0d2464c6c809177e99578719,8/2/2025 22:09:08,7.83,EUR,dronant,processed
f49166968667ce5d44ca23691bbc945f,6/19/2025 3:49:46,10.88,EUR,dronant,processed
f47a74fa2b72f9aaa26e56f48f811d9c,6/1/2025 15:04:07,7.17,EUR,dronant,processed
f476179ca85611cc28ee3a80243d088b,7/5/2025 20:09:50,5.82,EUR,liadigital,processed
f45c8a34a9894a83138186310d9a47a4,6/11/2025 5:55:33,6.0,EUR,getland,processed
f43a6b0771474eae700df67fd03ee719,7/1/2025 4:50:14,5.59,EUR,berlinre,processed
f4049171f538c12fd8eb20321bd9b314,7/1/2025 12:20:48,5.87,EUR,liadigital,processed
f38eb4239c45f7f4a7da0b43bf95e984,8/1/2025 16:54:20,6.42,EUR,berlinre,processed
f379cdca417d5fdb33d6dd721ff4a66c,6/7/2025 3:15:47,6.67,EUR,dronant,processed
f35c7b0d5a87682d096f53047a0e8eb4,8/3/2025 20:07:16,5.52,EUR,dronant,processed
f348adc0453dcee708a5c39a404576c6,7/2/2025 3:56:44,4.69,EUR,berlinre,processed
f31f7830a23beb5b17a04892e53db957,7/1/2025 3:59:43,3.61,EUR,dronant,processed
f30957c006f988d0fbafda6eaa2bb28a,6/22/2025 10:04:39,5.74,EUR,dronant,processed
f2fce31a50fe0ecaf251cc8be627f080,8/3/2025 13:22:21,1.63,EUR,berlinre,processed
f2d68252e16f95c61a203e90ceb09b4a,6/18/2025 5:05:31,9.28,EUR,berlinre,processed
f2d00c2b5ebc4ba7d058f338569d0e9f,6/23/2025 8:11:11,4.54,EUR,liadigital,processed
f2c7fc7b12c339418f60982d7fa04340,6/1/2025 17:42:20,3.81,EUR,dronant,processed
f2b5da3a9164154145240c09ee12e1f6,8/1/2025 19:55:59,4.06,EUR,dronant,processed
f2b1f9a97b686259fec5191fb83a5d47,6/1/2025 19:11:42,2.21,EUR,liadigital,processed
f2a1e30a81262bd63e2cd6bcc5610278,8/1/2025 19:57:05,8.96,EUR,liadigital,processed
f2a0648ec9941733cf12e8732d2f2f2a,8/1/2025 22:51:20,7.57,EUR,getland,processed
f28d752d21e0dbc26afb837e3c059cfa,6/2/2025 0:29:45,4.15,EUR,dronant,processed
f28633e37b3ddbbc100606cd42436240,6/14/2025 11:07:26,4.04,EUR,liadigital,processed
f2801f25810f0bd5ea06e5d46726df99,7/1/2025 10:13:37,4.2,EUR,liadigital,processed
f27d38e02944988da4986bb9fab99107,6/20/2025 13:37:01,1.51,EUR,liadigital,processed
f25d15cbac098e7cb1eaef863ea2b631,8/1/2025 15:22:54,3.19,EUR,dronant,processed
f25c86e70589227b3c24013703680120,6/1/2025 9:55:53,6.58,EUR,dronant,processed
f25274684276407f3dc4cbb5dc2ac1d0,7/1/2025 19:32:28,1.42,EUR,dronant,processed
f24ac335683b7fbcdc9cc206c11088d6,6/1/2025 11:40:14,5.3,EUR,liadigital,processed
f224dd2f8a5d2aa77ca7f39d81fb3e0f,6/21/2025 7:20:18,7.78,EUR,getland,processed
f21713eb2fe90d96d9147cc1cdc25a59,6/2/2025 1:58:50,4.95,EUR,liadigital,processed
f20ff96cfedafb97182a87530b3d2171,7/1/2025 10:07:34,3.45,EUR,dronant,processed
f204416c4071b2bd85f1e5b174d25317,6/9/2025 11:30:01,8.82,EUR,liadigital,processed
f1f2456a56b3e8d12419cb7974d7126a,6/1/2025 22:43:54,6.61,EUR,getland,processed
f1c960166a91757f1396c72a9e7791ed,8/3/2025 14:16:44,5.75,EUR,liadigital,processed
f1af8030728aef3e2b3ce7cf68df7afa,7/1/2025 7:17:45,5.76,EUR,liadigital,processed
f1ae774c2fe7b9a64007e45d891a5583,8/1/2025 18:30:37,31.69,EUR,berlinre,processed
f1a1a0430b0e2a00c785ec72c3a6df5c,7/8/2025 18:02:53,7.39,EUR,berlinre,processed
f1a057e5ee038184d53ce6ef25a1d4bf,7/1/2025 8:05:14,5.39,EUR,dronant,processed
f198a44526e41795c610c4ad95cb2008,8/1/2025 16:26:07,6.77,EUR,berlinre,processed
f1889c6a863092480dc7eec58ca0b89d,8/1/2025 21:32:23,3.53,EUR,liadigital,processed
f17e0e68cb35b94afc939854ebbf3842,7/1/2025 11:11:19,5.95,EUR,dronant,processed
f1733a25187ee98afa4f6bb6af5f3c35,7/8/2025 14:42:25,3.59,EUR,liadigital,processed
f14a22f79a5deb27a40b5e416f18dfec,6/1/2025 14:40:59,4.49,EUR,liadigital,processed
f13f4549855fbc734af314a8b91e7fbb,6/12/2025 7:52:26,3.53,EUR,liadigital,processed
f0dcb822df0afe3fcefcb4b81f497a50,7/7/2025 18:08:30,4.89,EUR,dronant,processed
f0d53b99b17644879146677605b79ee5,6/10/2025 5:27:18,4.72,EUR,dronant,processed
f0d1bd11360d1e3fde9b9f59dc5cf163,6/9/2025 19:26:19,6.44,EUR,liadigital,processed
f09e5b923edc4fa498628c646a9de95e,6/18/2025 21:48:14,5.16,EUR,liadigital,processed
f0969d080749b0ea2c9e7e741955bedf,6/11/2025 7:47:01,6.7,EUR,dronant,processed
f08b3dcecf1ad01f500047c1111e19ff,8/1/2025 15:17:52,8.47,EUR,liadigital,processed
f0897804d4886f5189a36118c7e48901,7/1/2025 9:00:01,6.42,EUR,dronant,processed
f08191e8e09eb69f68a0a0a73f42b891,8/2/2025 14:47:26,5.9,EUR,liadigital,processed
f062cb66ee37d2be260a504e99a37d6f,6/1/2025 18:34:10,1.19,EUR,getland,processed
f05acba289e92694c8e69ec48d5a433b,8/3/2025 20:29:07,6.8,EUR,liadigital,processed
f04cb7f0616ec4b07e4103c5959bffea,8/1/2025 17:42:14,4.93,EUR,berlinre,processed
f00b8019e99f69e4894d6900dd1d4f4c,6/7/2025 12:44:49,6.65,EUR,getland,processed
f0013ed08f61b127391d89283cb71ce5,7/7/2025 20:49:29,9.05,EUR,getland,processed
eff72e76481ec9a44b81ba05fd1005a2,7/1/2025 10:30:33,7.97,EUR,liadigital,processed
eff3908b40f220989b8cd3613c8ad240,8/1/2025 15:44:18,5.66,EUR,dronant,processed
efe87c62f748dd661a5f679a66038b1c,6/4/2025 8:45:54,5.96,EUR,berlinre,processed
efc5ca8156d92ba8d1bd6a82e11572a5,7/1/2025 9:53:55,10.8,EUR,getland,processed
efadad3b92b9254f8130fdfae20db400,7/10/2025 16:00:33,6.08,EUR,liadigital,processed
efa156fe98dcd562fb132e669a2f048f,8/4/2025 17:53:55,17.03,EUR,liadigital,processed
ef96344a613741105773e715e596578e,8/1/2025 17:25:20,5.62,EUR,liadigital,processed
ef7efe512ca27e12b5efd771bbac093c,7/1/2025 23:49:39,1.1,EUR,liadigital,processed
ef6bcf0a65b0dd32606b7163b921a258,7/1/2025 14:26:35,5.13,EUR,dronant,processed
ef57f45c84a5ed4c804369236006cd63,8/2/2025 13:52:10,5.53,EUR,dronant,processed
ef3d72bb5d70454d44f80918a6ac7a0e,6/17/2025 20:02:43,34.15,EUR,dronant,processed
ef3b6a831c8868cf6f2e912993f3f865,6/5/2025 11:01:19,5.44,EUR,getland,processed
ef109c76a944b25fa6f6e3cf7c3ffa31,7/1/2025 13:53:39,5.68,EUR,dronant,processed
eec7c2e6bd71a899658ee86fdb8ea84e,6/1/2025 6:53:29,4.33,EUR,dronant,processed
eec67ef9467cc4a2b09d47351e714d3b,8/3/2025 18:14:21,5.71,EUR,berlinre,processed
ee73bbf34a220ec7a1e68eba0e0e072e,7/2/2025 21:27:01,6.3,EUR,getland,processed
ee27de7428b45ace570ea3988158ec08,7/8/2025 21:05:44,6.15,EUR,dronant,processed
ee1da8a520184bbec61f53ea070148e8,8/4/2025 16:02:49,12.13,EUR,berlinre,processed
edecca39cd6274c92855dfc375aedb93,6/22/2025 10:55:30,4.48,EUR,berlinre,processed
ede7e8d7433c7db6394f20009ab6a20c,7/2/2025 2:44:39,2.34,EUR,dronant,processed
edd430db0bd2c546d4764071c11f770a,8/3/2025 14:28:59,1.12,EUR,dronant,processed
edc0b1a3fc8497540df548f4942f6c54,7/2/2025 15:31:55,20.67,EUR,dronant,processed
eda05717054f17547a31f6c013a8816b,8/2/2025 17:17:28,6.03,EUR,dronant,processed
ed895a0ad0e205e05085b916f8c69330,6/4/2025 21:05:09,6.37,EUR,liadigital,processed
ed7de74cd8f79f6bbc18bae3bed4b4df,8/1/2025 18:38:23,3.71,EUR,dronant,processed
ed646c551e41ee910f82347e39d1c784,6/4/2025 19:45:01,1.22,EUR,liadigital,processed
ed60cd70bda8ebdad36bdf34cf98cdcc,6/13/2025 8:13:09,3.41,EUR,liadigital,processed
ed58de5d967b32812a53817dd0204b1f,6/10/2025 3:18:11,4.55,EUR,dronant,processed
ecddac8c8258ca3b2526341caaec06cb,7/5/2025 22:01:01,3.76,EUR,getland,processed
ecc9208c22ef8443a7cd969c47d7a82e,6/1/2025 8:20:04,7.13,EUR,berlinre,processed
ecbf77ddcb760877d4b42cbf5eb72ef1,6/14/2025 3:17:27,7.37,EUR,liadigital,processed
ecbb6e95635a11b85d455edbc1ef33aa,6/3/2025 4:19:54,3.46,EUR,berlinre,processed
ec97079a8044441b481416efa0b6256f,7/1/2025 8:35:14,5.11,EUR,liadigital,processed
ec3eb6df1a2232d6ddb47780d4314043,6/2/2025 0:36:35,34.62,EUR,berlinre,processed
ec00f116fbf2be91fa86e10f76ddf0bc,6/13/2025 6:52:38,9.36,EUR,dronant,processed
ebb55658ff2d75e23ce462879b7c4635,7/3/2025 21:45:34,6.47,EUR,dronant,processed
eba58ccbd6a0aac9c3c0715b729cdfe3,6/12/2025 12:19:29,4.5,EUR,berlinre,processed
eb9d15cdb0f1d7cffde0ea338f55bba6,7/6/2025 4:31:22,6.66,EUR,berlinre,processed
eb434ebcd99fbb16b5d16d30265882d1,8/1/2025 17:31:10,1.35,EUR,berlinre,processed
eb305107d1f1025710b153cd83a83399,7/1/2025 9:08:04,3.35,EUR,liadigital,processed
eb2286cac0e42ae9c63ab88369567605,8/3/2025 21:09:36,29.67,EUR,getland,processed
eb0df4386974d5760ef09a82edd1a086,8/1/2025 21:19:18,8.22,EUR,dronant,processed
eb09275596e1cc67826cd2bbb22863fa,7/1/2025 19:31:55,3.37,EUR,liadigital,processed
ea912a40febf237296ec2118b9464990,8/1/2025 20:49:50,25.51,EUR,liadigital,processed
ea7e099fcb8630cf1bc878e45850933d,6/1/2025 20:35:33,1.16,EUR,liadigital,processed
ea4bb0c4ad3e0dc345b1f3f504a63e4c,7/2/2025 0:02:58,5.34,EUR,dronant,processed
ea44cac4c245423a16670e80afad95ab,8/4/2025 21:58:31,3.47,EUR,dronant,processed
ea333c02fcf42e3bb499c39d19b2c9e3,6/2/2025 11:18:23,6.58,EUR,dronant,processed
e9eb57e4a00358348d2efc1036fc7acd,6/1/2025 19:20:22,62.46,EUR,liadigital,processed
e9c35a85c55658dd0905f9128e0fb30a,7/2/2025 18:19:28,5.61,EUR,dronant,processed
e9abfe35ca86abcee206962385575c66,6/1/2025 11:45:41,4.31,EUR,liadigital,processed
e94fb4f83bb4d22fadb1a8a48b7fdfa0,6/23/2025 10:17:02,4.78,EUR,liadigital,processed
e8fb828a77ff9e2865763903d4933cbb,6/1/2025 13:39:51,7.05,EUR,liadigital,processed
e8cf7930ba65ddb5d2895838cdd8ad9d,8/1/2025 16:41:57,6.3,EUR,liadigital,processed
e8a786b6e3eaab4fea1e9e3eb6e8f41d,6/11/2025 22:38:08,7.56,EUR,getland,processed
e8963b1918008ccba346d52e0310fe73,6/1/2025 12:28:34,6.47,EUR,dronant,processed
e885f95064e42523708fbf3c523f25cb,6/10/2025 14:50:58,1.5,EUR,liadigital,processed
e8852b32e417072975a8043776a21e5a,6/16/2025 19:23:48,4.57,EUR,getland,processed
e86a997e3e117ef4b3fb3e562d60164d,6/1/2025 11:23:52,3.44,EUR,dronant,processed
e857084dfe47f0aa13b64b5d77166819,7/2/2025 15:41:54,3.49,EUR,liadigital,processed
e84ee4415a92d517962ab9fcfddda9bb,7/6/2025 15:35:36,4.04,EUR,dronant,processed
e84cdef9d02c54ab9b7350a295e02109,6/6/2025 6:26:17,5.54,EUR,berlinre,processed
e848604b676719f7824a0871d7d736e5,8/1/2025 22:24:44,4.68,EUR,dronant,processed
e8204e83028b515bd947c8657899ad1f,6/23/2025 20:27:25,1.41,EUR,getland,processed
e7de245349262542bfa7dcfe52272674,6/1/2025 5:06:38,4.28,EUR,dronant,processed
e7d744e585fc27f1b503dae224550548,8/1/2025 16:07:45,1.89,EUR,dronant,processed
e7a399a35e6562260de86fc7a7f65e1d,7/1/2025 13:07:37,5.23,EUR,getland,processed
e77cec990197f414034130be7a4417c0,7/9/2025 17:17:35,5.38,EUR,dronant,processed
e752c3c1d06dda78a4711ce72d60e104,7/1/2025 12:20:52,5.36,EUR,dronant,processed
e74f0f8b92fe9380df44d2c283c1a5bc,7/8/2025 14:21:27,4.24,EUR,getland,processed
e74ccbb511aef364690ee04578d9bfd4,6/16/2025 9:42:09,6.89,EUR,berlinre,processed
e72b99c5c1aec33309ea37be501c808f,6/15/2025 12:22:53,5.95,EUR,liadigital,processed
e72aeb08b68d0153e0f33d09e8a71a36,6/3/2025 11:17:03,4.34,EUR,liadigital,processed
e7185b98c19675ebb2d957ddcfe5b489,6/7/2025 11:48:22,5.8,EUR,berlinre,failed
e71653ea61accc6549fdbbbbf36689bc,8/4/2025 19:41:01,5.12,EUR,dronant,processed
e6fdeb6cde133990807338cf25ff2caa,7/1/2025 5:16:05,5.68,EUR,liadigital,refunded
e6f2e2522cb1938caa55d069b2e8e478,6/2/2025 19:45:55,2.09,EUR,getland,refunded
e6d68f8bbf2a9ef29cb9fef05096d979,7/1/2025 23:34:46,3.84,EUR,getland,processed
e6d282454c611e9637f31b503bbbc22e,8/1/2025 14:24:28,8.22,EUR,getland,processed
e6bd413c61c8c1cbec19e9eaf99cf93d,6/1/2025 6:49:54,6.48,EUR,dronant,processed
e6b4658d3ee4b9092fa7512787f800e9,6/15/2025 6:23:49,6.35,EUR,getland,processed
e67ec1be2c9fce85b4886ac7a483f993,7/7/2025 20:16:58,6.26,EUR,getland,processed
e6674d24efb98267d57a2aaac9d728df,8/1/2025 14:28:36,6.83,EUR,berlinre,processed
e65af97a28b80916ef6843f0f7681780,8/1/2025 18:31:11,4.77,EUR,liadigital,processed
e62c0edc6b68db7c62091b18eccf3be7,7/1/2025 16:38:38,5.07,EUR,dronant,processed
e61a78f4133f645b7f26b5ac349560f9,8/1/2025 23:00:20,4.79,EUR,berlinre,processed
e60ef4c679598366689870fde0eff10a,7/2/2025 1:02:18,1.56,EUR,liadigital,processed
